A;A;A;A;A;A;A;A;A;A;A;C;C;C;C;C;C;C;C;C;C;E;E;E;F;F;F;F;F;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
A;A;A;A;A;A;A;A;A;A;A;C;C;C;C;C;C;C;C;C;C;E;E;E;F;F;F;F;F;G;G;G;G;G;G;H;H;H;H;H;H;H;B;B;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z
A;A;A;A;A;A;A;A;A;A;A;C;C;C;C;C;C;C;C;C;C;E;E;E;F;F;F;F;F;G;G;G;G;G;G;H;H;H;H;H;H;H;H;B;B;B;B;Y;Y;M;M;Y;Y;M;M;Y;Y;M;M;Y;Y;O;O;O
A;A;A;A;A;A;A;A;A;A;A;C;C;C;C;C;C;C;C;C;C;E;E;E;F;F;F;F;F;G;G;G;G;G;G;H;H;H;H;H;H;H;H;H;H;H;H;Y;Y;M;M;Y;Y;M;M;Y;Y;M;M;Y;Y;O;O;O
A;A;A;A;A;A;A;A;A;A;A;C;C;C;C;C;C;C;C;C;C;E;E;E;F;F;F;F;F;G;G;G;G;G;G;G;G;G;G;G;G;H;H;H;H;H;H;Y;Y;M;M;Y;Y;M;M;Y;Y;M;M;Y;Y;O;O;O
A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;A;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;G;G;G;B;B;B;B;B;B;B;B;M;M;B;B;M;M;B;A;M;M;X;X;O;O;O
A;A;A;A;A;A;A;A;A;A;A;D;D;D;D;D;D;D;D;D;D;I;I;I;I;I;I;K;K;G;G;G;G;G;G;G;G;H;H;H;H;V;V;V;V;V;V;V;V;M;M;D;D;M;M;C;A;M;M;X;X;O;O;O
B;B;B;B;B;B;B;B;B;B;A;D;D;D;D;D;D;D;D;D;D;I;I;I;I;I;I;K;K;L;L;L;L;L;L;L;L;H;H;H;H;V;V;V;V;V;V;V;V;C;D;D;D;M;M;C;A;V;V;X;X;O;O;O
B;B;B;B;B;B;B;B;B;B;A;D;D;D;D;D;D;D;D;D;D;I;I;I;I;I;I;K;K;L;L;L;L;L;L;L;L;H;H;H;H;V;V;V;V;V;V;V;V;C;D;D;D;M;M;C;A;V;V;X;X;O;O;O
B;B;B;B;B;B;B;B;B;B;A;D;D;D;D;D;D;D;D;D;D;I;I;I;I;I;I;K;K;L;L;L;L;L;L;L;L;H;H;H;H;V;V;V;V;V;V;V;V;C;C;C;C;C;C;C;A;V;V;X;X;O;O;O
B;B;B;B;B;B;B;B;B;B;A;D;D;D;D;D;D;D;D;D;D;I;I;I;I;I;I;K;K;L;L;L;L;L;L;L;L;H;H;H;H;V;V;V;V;V;V;V;V;B;B;B;B;B;B;B;A;V;V;X;X;O;O;O
B;B;B;B;B;B;B;B;B;B;A;D;D;D;D;D;D;D;D;D;D;I;I;I;I;I;I;K;K;L;L;L;L;L;L;L;L;H;H;H;H;V;V;V;V;V;V;V;V;B;B;B;B;B;B;B;A;V;V;X;X;O;O;O
