a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;c;c;c;c;c;c;c;c;c;c;c;c;c;c;c;c;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;c;c;c;c;c;c;c;c;c;c;c;c;c;c;c;c;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;c;c;c;c;c;c;c;c;c;c;c;c;c;c;c;c;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;b;b;b;b;b;b;b;b;b;b;b;z;z;z;z;z;z;z;z;z;z;c;c;c;c;c;c;c;c;c;c;c;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
a;a;a;a;a;a;a;a;a;a;a;a;a;b;b;b;b;b;b;b;b;b;b;b;b;b;b;z;z;z;z;z;z;z;z;z;z;c;c;c;c;c;c;c;c;c;c;c;c;c;c;d;d;d;d;d;d;d;d;d;d;d;d;d
a;a;a;a;a;a;a;a;a;a;a;a;a;b;b;b;b;b;b;b;b;b;b;b;b;b;b;z;z;z;z;z;z;z;z;z;z;c;c;c;c;c;c;c;c;c;c;c;c;c;c;d;d;d;d;d;d;d;d;d;d;d;d;d
a;a;a;a;a;a;a;a;a;a;a;a;a;b;b;b;b;b;b;b;b;b;b;b;b;b;b;z;z;z;z;z;z;z;z;z;z;c;c;c;c;c;c;c;c;c;c;c;c;c;c;d;d;d;d;d;d;d;d;d;d;d;d;d
a;a;a;a;a;a;a;a;a;a;a;a;a;b;b;b;b;b;b;b;b;b;b;b;b;b;b;z;z;z;z;z;z;z;z;z;z;c;c;c;c;c;c;c;c;c;c;c;c;c;c;d;d;d;d;d;d;d;d;d;d;d;d;d
a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;b;b;b;b;b;b;b;b;b;b;b;z;z;z;z;z;z;z;z;z;z;c;c;c;c;c;c;c;c;c;c;c;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;b;b;b;b;b;b;b;b;b;b;b;z;z;z;z;z;z;z;z;z;z;c;c;c;c;c;c;c;c;c;c;c;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;b;b;b;b;b;b;b;b;b;b;b;z;z;z;z;z;z;z;z;z;z;c;c;c;c;c;c;c;c;c;c;c;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;a;b;b;b;b;b;b;b;b;b;b;b;z;z;z;z;z;z;z;z;z;z;c;c;c;c;c;c;c;c;c;c;c;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d;d
e;e;e;e;e;e;a;a;a;a;e;e;e;e;e;e;f;f;f;f;b;b;b;f;f;f;f;f;f;f;z;z;z;z;g;g;g;g;g;g;g;c;c;c;g;g;g;g;h;h;h;h;h;h;d;d;d;d;h;h;h;h;h;h
e;e;e;e;e;e;a;a;a;a;e;e;e;e;e;e;f;f;f;f;b;b;b;f;f;f;f;f;f;f;z;z;z;z;g;g;g;g;g;g;g;c;c;c;g;g;g;g;h;h;h;h;h;h;d;d;d;d;h;h;h;h;h;h
e;e;e;e;e;e;a;a;a;a;e;e;e;e;e;e;f;f;f;f;b;b;b;f;f;f;f;f;f;f;z;z;z;z;g;g;g;g;g;g;g;c;c;c;g;g;g;g;h;h;h;h;h;h;d;d;d;d;h;h;h;h;h;h
e;e;e;e;e;e;e;e;e;e;e;e;e;e;e;e;f;f;f;f;f;f;f;f;f;f;f;f;f;f;z;z;z;z;g;g;g;g;g;g;g;g;g;g;g;g;g;g;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h
e;e;e;e;e;e;e;e;e;e;e;e;e;e;e;e;f;f;f;f;f;f;f;f;f;f;f;f;f;f;z;z;z;z;g;g;g;g;g;g;g;g;g;g;g;g;g;g;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h
e;e;e;e;e;e;e;e;e;e;e;e;e;e;e;e;f;f;f;f;f;f;f;f;f;f;f;f;f;f;z;z;z;z;g;g;g;g;g;g;g;g;g;g;g;g;g;g;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h
e;e;e;e;e;e;e;e;e;e;e;e;e;e;e;e;f;f;f;f;f;f;f;f;f;f;f;f;f;f;z;z;z;z;g;g;g;g;g;g;g;g;g;g;g;g;g;g;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h
e;e;e;e;e;e;e;e;e;e;e;e;e;e;e;e;f;f;f;f;f;f;f;f;f;f;f;f;f;f;z;z;z;z;g;g;g;g;g;g;g;g;g;g;g;g;g;g;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h
e;e;e;e;e;e;e;e;e;e;e;e;e;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;z;z;z;z;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;h;h;h;h;h;h;h;h;h;h;h;h;h
e;e;e;e;e;e;e;e;e;e;e;e;e;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;z;z;z;z;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;h;h;h;h;h;h;h;h;h;h;h;h;h
e;e;e;e;e;e;e;e;e;e;e;e;e;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;f;z;z;z;z;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;g;h;h;h;h;h;h;h;h;h;h;h;h;h
i;i;i;i;i;i;e;e;e;e;i;i;i;i;i;i;j;j;j;j;j;j;j;j;j;j;j;j;j;j;z;z;z;z;h;h;h;h;h;h;h;h;h;h;h;h;h;h;l;l;l;l;l;l;h;h;h;h;l;l;l;l;l;l
i;i;i;i;i;i;e;e;e;e;i;i;i;i;i;i;j;j;j;j;j;j;j;j;j;j;j;j;j;j;z;z;z;z;h;h;h;h;h;h;h;h;h;h;h;h;h;h;l;l;l;l;l;l;h;h;h;h;l;l;l;l;l;l
i;i;i;i;i;i;e;e;e;e;i;i;i;i;i;i;j;j;j;j;j;j;j;j;j;j;j;j;j;j;z;z;z;z;h;h;h;h;h;h;h;h;h;h;h;h;h;h;l;l;l;l;l;l;h;h;h;h;l;l;l;l;l;l
i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;j;j;j;j;j;j;j;j;j;j;j;z;z;z;z;h;h;h;h;h;h;h;h;h;h;h;l;l;l;l;l;l;l;l;l;l;l;l;l;l;l;l;l;l;l
i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;i;j;j;j;j;j;j;j;j;j;j;j;z;z;z;z;h;h;h;h;h;h;h;h;h;h;h;l;l;l;l;l;l;l;l;l;l;l;l;l;l;l;l;l;l;l
