a;a;a;a;a;a;a;a;a;a;a;a;a;.;.;.;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;c;c;c;c;c;c;c;c;c;c;c;c;c;c;c;c;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;d
a;a;a;a;a;a;a;a;a;a;a;a;a;.;.;.;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;c;c;c;c;c;c;c;c;c;c;c;c;c;c;c;c;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;d
a;a;a;a;a;a;a;a;a;a;a;a;a;.;.;.;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;b;c;c;c;c;c;c;c;c;c;c;c;c;c;c;c;c;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;d
a;a;a;a;a;a;a;a;a;a;a;a;a;.;.;.;b;b;b;b;b;b;b;b;b;b;b;z;z;z;z;z;z;z;z;z;z;c;c;c;c;c;c;c;c;c;c;c;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;d
a;a;a;a;a;a;a;a;a;a;a;a;a;.;.;.;b;b;b;b;b;b;b;b;b;b;b;z;z;z;z;z;z;z;z;z;z;c;c;c;c;c;c;c;c;c;c;c;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;d
a;a;a;a;a;a;a;a;a;a;a;a;a;.;.;.;b;b;b;b;b;b;b;b;b;b;b;z;z;z;z;z;z;z;z;z;z;c;c;c;c;c;c;c;c;c;c;c;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;d
a;a;a;a;a;a;a;a;a;a;a;a;a;.;.;.;b;b;b;b;b;b;b;b;b;b;b;z;z;z;z;z;z;z;z;z;z;c;c;c;c;c;c;c;c;c;c;c;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;d
a;a;a;a;a;a;a;a;a;a;a;a;a;.;.;.;b;b;b;b;b;b;b;b;b;b;b;z;z;z;z;z;z;z;z;z;z;c;c;c;c;c;c;c;c;c;c;c;.;.;.;d;d;d;d;d;d;d;d;d;d;d;d;d
0;0;0;0;0;0;a;a;a;a;.;.;.;.;.;.;.;.;.;.;b;b;b;.;.;.;.;.;8;8;8;8;8;8;8;8;.;.;.;.;.;c;c;c;.;.;.;.;.;.;.;.;.;.;d;d;d;d;1;1;1;1;1;1
0;0;0;0;0;0;a;a;a;a;.;.;.;.;.;.;.;.;.;.;b;b;b;.;.;.;.;.;8;8;8;8;8;8;8;8;.;.;.;.;.;c;c;c;.;.;.;.;.;.;.;.;.;.;d;d;d;d;1;1;1;1;1;1
0;0;0;0;0;0;a;a;a;a;.;.;.;.;.;.;.;.;.;.;b;b;b;.;.;.;.;.;8;8;8;8;8;8;8;8;.;.;.;.;.;c;c;c;.;.;.;.;.;.;.;.;.;.;d;d;d;d;1;1;1;1;1;1
0;0;0;0;0;0;a;a;a;a;.;.;.;.;.;.;.;.;.;.;b;b;b;.;.;.;.;.;8;8;8;8;8;8;8;8;.;.;.;.;.;c;c;c;.;.;.;.;.;.;.;.;.;.;d;d;d;d;1;1;1;1;1;1
e;e;e;e;e;e;a;a;a;a;e;e;e;.;.;.;.;.;.;.;b;b;b;f;f;f;f;f;f;f;z;z;z;z;g;g;g;g;g;g;g;c;c;c;.;.;.;.;.;.;.;h;h;h;d;d;d;d;h;h;h;h;h;h
e;e;e;e;e;e;a;a;a;a;e;e;e;.;.;.;.;.;.;.;b;b;b;f;f;f;f;f;f;f;z;z;z;z;g;g;g;g;g;g;g;c;c;c;.;.;.;.;.;.;.;h;h;h;d;d;d;d;h;h;h;h;h;h
e;e;e;e;e;e;a;a;a;a;e;e;e;.;.;.;.;.;.;.;b;b;b;f;f;f;f;f;f;f;z;z;z;z;g;g;g;g;g;g;g;c;c;c;.;.;.;.;.;.;.;h;h;h;d;d;d;d;h;h;h;h;h;h
e;e;e;e;e;e;e;e;e;e;e;e;e;7;7;7;f;f;f;f;f;f;f;f;f;f;f;f;f;f;z;z;z;z;g;g;g;g;g;g;g;g;g;g;g;g;g;g;2;2;2;h;h;h;h;h;h;h;h;h;h;h;h;h
e;e;e;e;e;e;e;e;e;e;e;e;e;7;7;7;f;f;f;f;f;f;f;f;f;f;f;f;f;f;z;z;z;z;g;g;g;g;g;g;g;g;g;g;g;g;g;g;2;2;2;h;h;h;h;h;h;h;h;h;h;h;h;h
e;e;e;e;e;e;e;e;e;e;e;e;e;7;7;7;f;f;f;f;f;f;f;f;f;f;f;f;f;f;z;z;z;z;g;g;g;g;g;g;g;g;g;g;g;g;g;g;2;2;2;h;h;h;h;h;h;h;h;h;h;h;h;h
e;e;e;e;e;e;e;e;e;e;e;e;e;7;7;7;f;f;f;f;f;f;f;f;f;f;f;f;f;f;z;z;z;z;g;g;g;g;g;g;g;g;g;g;g;g;g;g;2;2;2;h;h;h;h;h;h;h;h;h;h;h;h;h
e;e;e;e;e;e;e;e;e;e;e;e;e;7;7;7;f;f;f;f;f;f;f;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;g;g;g;g;g;g;g;2;2;2;h;h;h;h;h;h;h;h;h;h;h;h;h
e;e;e;e;e;e;e;e;e;e;e;e;e;7;7;7;f;f;f;f;f;f;f;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;g;g;g;g;g;g;g;2;2;2;h;h;h;h;h;h;h;h;h;h;h;h;h
e;e;e;e;e;e;e;e;e;e;e;e;e;7;7;7;f;f;f;f;f;f;f;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;g;g;g;g;g;g;g;2;2;2;h;h;h;h;h;h;h;h;h;h;h;h;h
e;e;e;e;e;e;e;e;e;e;e;e;e;7;7;7;f;f;f;f;f;f;f;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;g;g;g;g;g;g;g;2;2;2;h;h;h;h;h;h;h;h;h;h;h;h;h
i;i;i;i;i;i;e;e;e;e;i;i;i;.;.;.;j;j;j;j;j;j;j;.;.;.;.;.;.;.;z;z;z;z;.;.;.;.;.;.;.;h;h;h;h;h;h;h;.;.;.;l;l;l;h;h;h;h;l;l;l;l;l;l
